,variables,"Imp,var Austria","Imp,var Croatia","Imp,var Czechia","Imp,var Denmark","Imp,var Estonia","Imp,var Finland","Imp,var France","Imp,var Germany","Imp,var Great-Britain","Imp,var Hungary","Imp,var Italy","Imp,var Lithuania","Imp,var Netherlands","Imp,var Norway","Imp,var Poland","Imp,var Portugal","Imp,var Romania","Imp,var Slovakia","Imp,var Slovenia","Imp,var Spain","Imp,var Sweden"
63,hap_feel,"1,03389927173072","2,50845673636179","3,33478040739434","1,97355776717176","0,577452899454807","0,569706901085571","1,79108953198435","1,33662962348234","1,66943907739335","1,22545987415163","1,4046458210622","1,45989115998598","2,16291832548163","1,78836936741653","0,96185138823813","0,0713149073901616","0,335356990280742","1,32967656765238","0,923394040633876","0,787306660927838","0,582952183389231"
64,hom_prn,"2,38410597742992","3,28214194989973","3,91248385570857","2,02548423039683","2,28386756403716","1,30966016661197","2,95586747865913","3,35313916782031","2,84136267256374","1,26105124541431","3,71856037417248","2,24260058862845","2,43301217632134","3,55935299527255","16,8196514373499","0,55583295485188","1,12472869018213","3,27320482087172","1,50781497574397","0,864400089236583","1,65160708032916"
65,imp_fml,"0,630665903737425","1,43797827259746","1,56447055692035","1,82197542955554","1,16322037047302","0,731410028409958","1,18451353965106","1,31970822365352","2,93776921184749","0,672803023482848","0,579050631271857","1,17949505113089","2,35021687483329","0,308927996196777","0,380146589452058","0,00266666666666667","0,234658764859558","0,657860480631559","0,445481070133072","0,172758792622796","0,245126806928169"
66,imp_frnd,"0,858599248624515","0,938743271794994","4,66338336146861","1,01726846191495","1,60387546441171","0,771903336320985","2,23179467203785","0,910120890700739","2,66371103983135","0,544591465879158","1,00836317574728","1,6851249039701","3,23177758136824","1,72238931506596","0,67793545495784","0,0689929292929293","0,877521740121004","1,80213307198519","0,81984147448653","0,448442633089845","0,660129660354374"
67,imp_imm,"16,7538956663358","2,2631290952576","6,47099955846172","3,28455414273769","3,36866856060695","8,19740239222014","4,68990496123499","17,6646256729509","3,16547401989221","7,85466892726758","5,54502974354906","1,92247758935341","16,3446304188589","3,75763031347198","2,90029118783354","0,177405384374141","0,869017303149397","3,31996324804139","1,35621991434351","0,740764678611105","3,37905146093392"
68,imp_leis,"2,52746343610133","1,13679798395271","3,00061499112312","1,90434297245967","0,627617750173583","0,665229412909997","2,41547000163122","1,5790398323865","1,45911263442046","0,730636719602098","1,96896968290356","1,72084680298224","1,93988046048755","2,63533477243664","0,718081592743268","0,117875827320504","0,826437190711408","2,68835340159824","1,2030634315159","0,374717581600943","0,580846515672072"
69,imp_polt,"1,60447123776058","1,80279632007651","2,94194688997595","1,50179018281794","3,03212761385768","0,560134876722357","2,62893348616791","2,0418249566888","1,78304209920036","1,47969090528763","2,45837297025374","2,19561529369433","4,09610944906466","1,37692960737719","1,14939647252545","0,274721043891373","1,14525818654452","1,93259232809084","1,18679109758838","0,664843904157307","0,772536820144731"
70,imp_rlg,"2,61463019916712","1,59361589667734","5,22477982073565","1,60075594930618","0,87272894782012","0,473125703455874","2,85750767008002","3,02851938583108","2,38908742099824","0,808642163069356","1,77214898942037","3,52109256436359","2,97279829721702","1,46238397625945","1,29462892918542","0,762520309429621","0,642077533803317","2,36945513386492","2,51948322567292","3,18735459194441","0,721941653817713"
71,imp_wrk,"1,58324234303961","1,6527914967582","3,15006325609662","1,86209477807943","0,768641960003169","0,416697124190174","2,37559068222032","1,72986185193241","3,82652146445306","1,22968313308666","0,899136246410056","2,23334007997488","2,92885004774152","1,10067939347852","0,626859470201355","0,467605668189732","0,4527841508194","1,81801541987834","0,87319767134797","0,28907439854287","0,622586878473525"
72,incm_lvl,"3,69600461722617","4,07829014283447","9,8275191714137","3,67708362655556","2,2199031599964","0,891433700858753","5,26470331609789","3,08060732060975","5,3948529045499","2,17429777234221","3,97320781674084","5,86001278367615","7,0907691773758","5,10442379991377","2,76776099404524",NA,"2,44389395056038","6,74187719831643","2,53297317699668","1,90814249846695","1,04825738386334"
